# =================================================
# Errors
# =================================================

error                                  Error
launchpad_tutorial_4_kbd               Para combatir a la amenaza roja, vamos a tener que crear algunas unidades ofensivas. Mantén pulsada la tecla [KEYICONSTASKMANAGERDISPLAY] para que aparezca el Administrador de Tareas.
launchpad_tutorial_4_xin               Para combatir a la amenaza roja, vamos a tener que crear algunas unidades ofensivas. Presiona X para abrir el Administrador de Tareas.
launchpad_tutorial_5_kbd               La ESCUADRA es la principal arma de la que dispones para enfrentarte al diabólico Ejército rojo. Crea una pulsando en el icono de esta unidad situado en el centro de la pantalla cuando el Administrador de Tareas está abierto.
launchpad_tutorial_5_xin               La ESCUADRA es la principal arma de la que dispones para enfrentarte al diabólico Ejército rojo. Crea una seleccionando el icono de esta unidad situado en el centro de la pantalla y presionando A.
launchpad_tutorial_5_error             Ése no es el icono correcto. Inténtalo de nuevo.
launchpad_tutorial_6_kbd               Para poder situar dentro del mundo la nueva ESCUADRA, pulsa en el interior de la zona de inicio que aparece señalada.
launchpad_tutorial_6_xin               Para poder situar la ESCUADRA dentro del mundo, coloca el cursor en la zona de inicio que aparece señalada y presiona A.
launchpad_tutorial_7_kbd               Es necesario controlar las escuadras de forma directa. Pulsa el Botón Izquierdo del ratón para moverlas por el terreno.
launchpad_tutorial_7_xin               Es necesario controlar las escuadras de forma directa. Utiliza el stick analógico izquierdo para moverlas por el terreno.
launchpad_tutorial_8                   Utiliza el stick analógico derecho para disparar sus láseres. Mueve el stick analógico derecho en la dirección en la que deseas disparar.
launchpad_tutorial_8_kbd               Mantén pulsado el Botón Derecho del ratón para que disparen los láseres.
launchpad_tutorial_9                   Ahora guía a la Escuadra y extermina a esos malvados Virus que se encuentran por los alrededores. ¡No dejes que se acerquen demasiado!
launchpad_tutorial_9_error             Parece que tu Escuadra ha sido destruida. No te preocupes, podemos crear otra.
launchpad_tutorial_10                  El objeto azul resplandeciente que aparece allí delante es una parte de mi Investigación. Contiene un arma que podemos utilizar frente a los Virus Rojos.
launchpad_tutorial_11_kbd              Para poder capturar esta Investigación tenemos que crear un Ingeniero. Mantén pulsado [KEYICONSTASKMANAGERDISPLAY], y a continuación haz clic en el botón de esta unidad.
launchpad_tutorial_11_xin              Para poder capturar esta Investigación tenemos que crear un Ingeniero. Abre el Administrador de tareas, selecciona el botón de esta unidad y presiona A.
launchpad_tutorial_12                  Sitúa al nuevo Ingeniero cerca de la Escuadra y condúcelo hasta las cercanías de la Investigación.
launchpad_tutorial_12b                 Los ingenieros son sólo unas herramientas de depuración estúpidas, pero sirven para varios propósitos.
launchpad_tutorial_12c                 Aquí puedes observar al Ingeniero recogiendo esa parte de la investigación.
launchpad_tutorial_12d                 Una vez que haya terminado, la subirá a mi sistema, y podremos hacer uso de ella.
launchpad_tutorial_12e                 Puede que encuentres más Investigación como ésta flotando por ahí y me sería de gran ayuda que la recogieras para mí.
launchpad_tutorial_13                  Fantástico, has conseguido de nuevo las Granadas.
launchpad_tutorial_13b_kbd             Pulsa en la escuadra existente para volver a controlarla. También, puedes hacer clic sobre ella en el Administrador de tareas, o pulsar 1.
launchpad_tutorial_13b_xin             Selecciona la escuadra existente y presiona A para volver a controlarla. También puedes seleccionarla en el Administrador de Tareas, o pasar de una tarea activa a otra utilizando los botones superior frontal izquierdo y derecho.
launchpad_tutorial_14                  Para lanzar una granada, presiona el disparador derecho mientras disparas el láser. Cuanto más muevas el stick analógico derecho, más lejos lanzarás la granada.
launchpad_tutorial_14_kbd              Mientras estés pulsando el Botón Derecho del ratón para disparar los láseres, utiliza el Botón Izquierdo para lanzar una Granada.
launchpad_tutorial_15                  Te recomendaría que guiaras a la escuadra y acabaras con esos Virus de la colina utilizando el nuevo armamento.
launchpad_tutorial_16                  Tenemos que alcanzar la Antena de radar cercana, así que asegúrate de que te cargas a todos.
launchpad_tutorial_17                  Este edificio es una Antena de Radar. Las Antenas de radar pueden utilizarse para viajar entre islas que no tienen conexión.
launchpad_tutorial_18                  Ahora vamos a utilizarla para abrir un enlace a una isla vecina y después vamos a enviar una Escuadra a través de él.
launchpad_tutorial_19                  Desgraciadamente esta Antena de Radar ha sido infectada por los mismos Virus rojos contra los que has estado luchando.
launchpad_tutorial_20                  Para poder utilizarla, primero tenemos que conseguir que nuestro Ingeniero la reprograme limpiándola de la infección vírica.
launchpad_tutorial_21_kbd              Selecciona de nuevo a tu Ingeniero y condúcelo hasta las cercanías de la Antena de Radar para comenzar a reprogramarla. Haz clic en este icono del Administrador de tareas para seleccionarlo de nuevo, o pulsa directamente sobre él.
launchpad_tutorial_21_xin              Selecciona de nuevo a tu Ingeniero y condúcelo hasta las cercanías de la Antena de Radar para comenzar a reprogramarla. Selecciona su icono en el Administrador de Tareas para seleccionarlo de nuevo, o selecciónalo directamente.
launchpad_tutorial_22                  El Ingeniero puede acceder a la Antena de Radar a través de la Torre de Control cercana. Ahora la está reprogramando para que podamos utilizarla.
launchpad_tutorial_23_kbd              Bien, la Antena de Radar está ahora bajo nuestro control. Deja de seleccionar al Ingeniero pulsando [KEYUNITDESELECT], y a continuación marca la Antena de Radar haciendo clic sobre ella.
launchpad_tutorial_23_xin              Bien, la Antena de Radar está ahora bajo nuestro control. Deja de seleccionar a tu Ingeniero presionando B y a continuación selecciona la Antena de Radar señalándola y presionando A.
launchpad_tutorial_24_kbd              Ahora alinea la Antena pulsando en el receptor de la isla de la lejanía. He marcado el receptor para ti. Puedes acercar la visión utilizando el botón central del ratón o la tecla [KEYCAMERAZOOM].
launchpad_tutorial_24_xin              Ahora alinea la Antena apuntando hacia el receptor en la isla lejana y presionando A. He señalado el receptor para ti. Puedes acercar la imagen presionando y manteniendo el disparador izquierdo.
launchpad_tutorial_25_kbd              Ahora deberías ver que las antenas están alineadas, y que podemos enviar nuestra Escuadra a través de ellas. Deja de seleccionar de la antena pulsando [KEYUNITDESELECT], y después marca de nuevo a tu ESCUADRA.
launchpad_tutorial_25_xin              Ahora deberías ver que las antenas están alineadas, y que podemos enviar nuestra Escuadra a través de ellas. Deja de seleccionar la antena presionando B y después selecciona de nuevo a tu ESCUADRA.
launchpad_tutorial_26_kbd              Ahora puedes enviar tu ESCUADRA a través de la antena pulsando sobre ella mientras están seleccionados.
launchpad_tutorial_26_xin              Ahora puedes enviar a tu ESCUADRA a través de la antena simplemente conduciéndola hacia ella.

launchpad_tutorial_defend_1            Ten cuidado, hay más Virus en los alrededores.
launchpad_tutorial_defend_2            ¡Defiéndete!

launchpad_tutorial_40                  Este edificio es una Incubadora y se trata de una instalación muy importante en Darwinia.
launchpad_tutorial_41                  Podemos utilizarla para convertir en darwinianos las almas de aquellas criaturas que acabas de matar.
launchpad_tutorial_42                  Pero, al igual que sucedía con la Antena de Radar, lo primero que tenemos que hacer es reprogramarla para eliminar la infección vírica.
launchpad_tutorial_43_kbd              Crea a un Ingeniero cerca de la Incubadora para reprogramarla. Mantén pulsada la tecla [KEYICONSTASKMANAGERDISPLAY] y pulsa el botón de Ingeniero. También puedes pulsar [KEYICONSTASKMANAGERNEWENGINEER].
launchpad_tutorial_43_xin              Crea a un Ingeniero cerca de la Incubadora para reprogramarla. Abre el Administrador de Tareas, y selecciona el botón de Ingeniero.
launchpad_tutorial_44                  Ahora que la Incubadora está conectada a la red, verás que el Ingeniero está recogiendo almas.
launchpad_tutorial_45                  Todas las criaturas de este mundo tienen un alma, con independencia de que se trate de darwinianos de tu bando o de un diabólico virus.
launchpad_tutorial_46                  Los ingenieros pueden recoger las almas de las criaturas muertas y depositarlas en las Incubadoras para que nazcan de nuevo.
launchpad_tutorial_47                  Las Incubadoras convertirán de una en una las almas en nuevos darwinianos.
launchpad_tutorial_48                  Así es como luchamos contra los virus: destruimos sus diabólicas formas rojas, recogemos sus almas, y las convertimos en darwinianos de nuestro bando.
launchpad_tutorial_49                  Buen trabajo, han nacido los primeros darwinianos.
launchpad_tutorial_50                  Como decía antes, son unos seres tremendamente curiosos, y consideré que era indispensable diseñarlos con su propio sentido del libre albedrío.
launchpad_tutorial_51                  No podemos controlarlos directamente como hacemos con los Soldados y los Ingenieros.
launchpad_tutorial_52                  Sino que escuchan a los suyos: podemos influir en ellos utilizando Oficiales.
launchpad_tutorial_53                  La investigación sobre los Oficiales está allí delante. Extermina al Virus que hay a su alrededor, y hazte con la investigación utilizando a un Ingeniero.
launchpad_tutorial_54                  Bien, para ponerte al corriente del plan: lo que estoy intentando hacer es llenar de combustible el Cohete para que los darwinianos puedan intentar lanzarlo otra vez.
launchpad_tutorial_54b                 Con el tiempo nos tendremos que enfrentar a esos malvados Darwinianos Rojos que hay alrededor del cohete, pero antes de que podamos hacerlo tenemos que llenarlo de combustible.
launchpad_tutorial_55                  La mayor parte del combustible del cohete se quemó en el ataque anterior, y tenemos que volver a abastecerlo de nuevo.
launchpad_tutorial_56                  El combustible del cohete se genera en tres Bombas de Combustible esparcidas alrededor de la isla principal. Aquí está una de ellas.
launchpad_tutorial_57                  Su función es la extraer combustible en bruto del lecho marino y refinarlo hasta convertirlo en combustible para el cohete, que posteriormente se bombea al interior de sus depósitos.
launchpad_tutorial_58                  Desgraciadamente, las tres Bombas de Combustible están desconectadas de la red, y necesitan energía para poder funcionar.
launchpad_tutorial_59                  Dicha energía se genera en estos Paneles Solares.
launchpad_tutorial_60                  Para poder hacer funcionar estos Paneles Solares tenemos que escoltar a algunos darwinianos a cada uno de ellos.
launchpad_tutorial_61                  Y la Investigación que acabas de recoger hará exactamente eso: nos permitirá guiar a los darwinianos utilizando Oficiales.
launchpad_tutorial_62_kbd              Mantén pulsado [KEYICONSTASKMANAGERDISPLAY] y haz clic en el botón para crear un Oficial. También puedes pulsar [KEYICONSTASKMANAGERNEWOFFICER].
launchpad_tutorial_62_xin              Abre el Administrador de Tareas y selecciona el botón para crear un Oficial.
launchpad_tutorial_63_kbd              Ahora tenemos que seleccionar a un darwiniano para ascenderlo, de forma que se convierta en nuestro Oficial. Pulsa en cualquiera de estos darwinianos para hacerlo.
launchpad_tutorial_63_xin              Ahora tenemos que seleccionar a un darwiniano para ascenderlo, de forma que se convierta en nuestro Oficial. Señala a uno de los darwinianos y presiona A para ascenderlo.
launchpad_tutorial_64_kbd              Ahora podemos influir sobre otros darwinianos que se encuentren a nuestro alrededor. Pulsa con el botón derecho en el Oficial para ponerlo en modo SEGUIR.
launchpad_tutorial_64_xin              Ahora podemos influir sobre los demás darwinianos que se encuentren a nuestro alrededor. Señala al Oficial y presiona el disparador derecho para ponerlo en modo SEGUIR.
launchpad_tutorial_65                  Ahora esos darwinianos seguirán al Oficial allí donde vaya. En este caso hemos reunido a todos los darwinianos de los alrededores.
launchpad_tutorial_66_kbd              Pulsa con el botón derecho cerca de los Paneles Solares para poner al Oficial en modo IR A.
launchpad_tutorial_66_xin              Coloca tu cursor cerca de los Paneles Solares y presiona el disparador derecho para poner al Oficial en modo IR A.
launchpad_tutorial_67                  El Oficial está ordenando a todos los darwinianos de los alrededores que marchen hasta ese lugar.
launchpad_tutorial_68                  Puedes tener tantos Oficiales como necesites. Ahora utiliza a los Oficiales para ocupar los tableros de control situados alrededor de la base de cada uno de los tres Paneles Solares.
launchpad_tutorial_69                  Un trabajo magnífico. El primer grupo de Paneles Solares está en funcionamiento.
launchpad_tutorial_70                  Mientras haya darwinianos manejándolos, continuarán generando energía durante el tiempo que necesitemos.
launchpad_tutorial_71                  La primera Bomba de Combustible está ahora recibiendo esa energía y ha comenzado a extraer combustible en bruto del lecho oceánico.
launchpad_tutorial_72                  Hay todo un ecosistema digital debajo del océano que ha estado funcionando durante más de una década, así que no hay escasez de minerales que se puedan utilizar como combustible.
launchpad_tutorial_73                  Por supuesto, yo no me di cuenta de esto, fueron los darwinianos quienes tuvieron la idea de explotar los lechos oceánicos para conseguir combustible.
launchpad_tutorial_74                  Ahora puedes observar cómo se bombea la primera parte del Combustible para Cohetes al interior de los depósitos.
launchpad_tutorial_75                  En fin.
launchpad_tutorial_76                  Todavía hay dos Bombas de Combustible que necesitan energía, así que es mejor que nos pongamos a ello.
launchpad_tutorial_77                  Probablemente deberías dirigirte en esta dirección.

launchpad_reprogram_1_kbd              Para alinear esta Antena de Radar, primero espera a que haya sido reprogramada, y después deja de seleccionar la tarea actual pulsando [KEYUNITDESELECT].
launchpad_reprogram_1_xin              Para alinear esta Antena de Radar, primero espera a que haya sido reprogramada, y después deja de seleccionar la tarea actual presionando B.
launchpad_reprogram_2_kbd              Entonces podrás hacer clic en la Antena de Radar, y alinearla pulsando sobre la Antena receptora.
launchpad_reprogram_2_xin              Entonces podrás seleccionar la Antena de Radar utilizando A y alinearla apuntando a la antena receptora y presionando A de nuevo.
launchpad_reprogram_3_kbd              Cuando hayas terminado, pulsa [KEYUNITDESELECT] para dejar de seleccionar la antena.
launchpad_reprogram_3_xin              Cuando hayas terminado, deja de seleccionar la antena presionando B.

launchpad_dgupgrade_1                  ¡Has encontrado parte de la Investigación sobre el armamento darwiniano!
launchpad_dgupgrade_2                  Esta investigación servirá para equipar a nuestros darwinianos verdes con las mismas granadas que utilizan los Soldados.
launchpad_dgupgrade_3                  Nuestros darwinianos tendrán muchas más probabilidades contra esos malvados Virus Rojos ahora que disponen de este armamento.

launchpad_finalintro_1                 Esta isla está muy infectada de Virus.
launchpad_finalintro_2                 Recuerda capturar la Incubadora cercana utilizando un Ingeniero y recoger las almas de los muertos que vas abatiendo.
launchpad_finalintro_3                 No tengas miedo de utilizar a los darwinianos recién nacidos como soldados, ordenándoles que ataquen al enemigo a través de tus Oficiales.

launchpad_finalisland_1                Las tres Bombas de Combustible están funcionando perfectamente, y el Cohete se está repostando. Bien hecho.
launchpad_finalisland_2                Ahora nos enfrentamos al obstáculo final. Tenemos que atacar y destruir a los malvados darwinianos rojos que ocupan la plataforma de lanzamiento.
launchpad_finalisland_3                Esos edificios alrededor de los cuáles se apiñan reciben el nombre de Puntos de Generación. Tendrás que arrebatar al Ejército Rojo el control de estos puntos.
launchpad_finalisland_4                Puedes considerar a estos edificios como Incubadoras que funcionan en modo automático: generarán de forma continua nuevos darwinianos hasta que se haya alcanzado una cierta población.
launchpad_finalisland_5                Actualmente están bajo control de los Darwinianos Rojos, así que los nuevos darwinianos que se creen serán Rojos también.
launchpad_finalisland_6                Una vez que captures el primero de estos Puntos de Generación, comenzarás inmediatamente a recibir nuevos Darwinianos Verdes.
launchpad_finalisland_7                Para poder capturar el primer Punto de Generación tendrás que conducir hasta aquí a Darwinianos Verdes de tu bando a través del enlace de esta Antena de radar.
launchpad_finalisland_8                Los Darwinianos Rojos te atacarán en cuanto te hagas con el primer Punto de Generación, así que ten cuidado.
launchpad_finalisland_9                ¡Y buena suerte!

launchpad_reprogram2_1                 Alinea esta Antena de Radar con la isla central.
launchpad_reprogram2_2                 Después podrás guiar a los darwinianos a través del enlace utilizando a un Oficial.

launchpad_success_1                    ¡Lo hemos conseguido!
launchpad_success_2                    Quiero darte las gracias de todo corazón.
launchpad_success_3                    Si quieres ver más de este mundo y conocer datos sobre la Gran Guerra, por favor compra el juego completo ahora.
launchpad_success_4                    ¡Adiós, amigo!

launchpad_success_5                    Ven, te mostraré cómo comenzó todo esto, el momento en el que Darwinia cambió para siempre...

launchpad_button_exitdemo              SALIR DE LA DEMO
launchpad_button_buynow                COMPRAR AHORA

launchpad_buyme_1                      ¿QUIERES MÁS?
launchpad_buyme_2                      Compra Darwinia en línea y
launchpad_buyme_3                      ¡DESCARGA EL JUEGO INMEDIATAMENTE!
launchpad_buyme_4                      Una descarga de 30 Mb es lo único
launchpad_buyme_5                      que te separa del juego completo.

launchpad_buyme_oberon_1a              ¿QUIERES MÁS?
launchpad_buyme_oberon_2               Compra Darwinia ahora y
launchpad_buyme_oberon_3               ¡DISFRUTA INMEDIATAMENTE DEL JUEGO COMPLETO!


# ================================================
# END OF STRINGS FILE FOR DEMO
# All strings below this line will NOT
# be included in the DEMO build
# ================================================

demo_endoffile                         Sin utilizar


# ================================================
# Garden
# ================================================

garden_intro_1                         ¿Quién demonios eres tú? ¿Cómo has entrado aquí?
garden_intro_2                         Creí que había cerrado todas las conexiones externas.
garden_intro_3                         Vale. Está bien. Pues si te vas a quedar al menos podrías echar una mano.
garden_intro_4                         Tómate tu tiempo para ponerte en situación, y después ayúdame a exterminar este Virus Rojo.
garden_intro_5_kbd                     Si te atascas, pulsa [KEYSEPULVEDAHELP] y te daré algunos consejos.

garden_foundscroll_1                   ¡Un trabajo magnífico! Los Ingenieros estarán ahora ocupados descargando esa Investigación en mi ordenador.
garden_foundscroll_2                   Desgraciadamente casi toda mi investigación se perdió hace unas horas cuando se produjo este brote vírico, así que puede que te encuentres más adelante con más partes como ésta.
garden_foundscroll_3                   Me sería de gran ayuda que utilizaras Ingenieros para descargar cada una de las partes de la Investigación cuando las encuentres. Estoy tremendamente ocupado ahora mismo intentado parar este maldito Virus, y no tengo tiempo para solucionarlo por mí mismo.

garden_souls_1                         Puede que te hayas fijado en que esos Virus van dejando atrás una cositas rojas cuando los matas. Se trata de ADN digital...almas digitales, si me permites el término.
garden_souls_2                         Toda criatura viva de Darwinia tiene su propia alma digital. Originalmente estaban pensadas para los darwinianos, pero a día de hoy el Virus se ha tragado la mayoría de ellas.
garden_opentrunkport_1                 Antes de que podamos solucionar esto, tenemos que salir de este lugar. Lo que necesito que hagas aquí es abrir este Puerto Troncal para mí.
garden_opentrunkport_2                 Dispone de una Torre de Control estándar en las cercanías, así que puedes enviar a uno de tus ingenieros a reprogramarla para que podamos utilizarlo.


# ================================================
# Cutscene after Garden
# ================================================

gardenfinished_1                       Perdóname si he sido grosero contigo en aquella isla, pero he estado muy ocupado durante las últimas horas.
gardenfinished_2                       Mi nombre es Dr. Sepulveda y soy el Creador del proyecto Darwin de Vida Digital. Normalmente te daría la bienvenida a Darwinia y te enseñaría los alrededores, pero me temo que hoy las cosas no han ido muy bien, así que vamos a tener que pasar de la visita guiada.
gardenfinished_3                       Necesito que me ayudes a poner en funcionamiento algunos lugares infectados más. El lugar de Contención es una especie de mundo central. Por favor, vete a ese lugar y te explicaré más cuando te hayas conectado.


# ================================================
# Containment field
# ================================================

containment_primary_1                  Tenemos que comenzar a reconstruir la población darwiniana. Las Incubadoras son la clave.
containment_primary_2                  Limpia la infección vírica que hay fuera del área protegida, y después utiliza a los Ingenieros para recoger las almas de los Virus muertos y llevarlas a las Incubadoras.
containment_primary_3                  Hay tres Incubadoras esparcidas por este lugar que transformarán en darwinianos las almas enemigas que has recogido.
containment_primary_4                  Asciende a Oficiales a algunos darwinianos, y utilízalos para escoltar a los restantes de forma que regresen sanos y salvos al interior del área protegida.
containment_primary_5                  Quiero que rescates al menos a 150 darwinianos de este modo, basta con que estén en el lado seguro. Estarán seguros en el interior del área protegida, por ahora.

containment_intro1                     Cuando se produjo el brote vírico, tuve muchos problemas para tenerlo bajo control.
containment_intro1b                    No tuve otra elección que cerrar el sistema de compuertas de los Puertos Troncales que conecta cada lugar de Darwinia.
containment_intro2                     Éste es el único lugar en el que pude resistir frente al Virus. El escudo doble de este lugar funciona como una barrera fantástica.
containment_intro3                     He señalado los tres Puertos Troncales deshabilitados de la isla, y tendrás que abrirlos todos.
containment_intro3b                    Una vez estén abiertos, nos darán acceso a varios lugares que serán importantes más adelante.
containment_rescuedw1                  De verdad, aquí viene la parte importante. Estos seres son los darwinianos.
containment_rescuedw1b                 He pasado la mayor parte de la última década criando a esta gente, y estoy muy orgulloso de ellos.
containment_rescuedw2                  Si el virus se hubiera salido con la suya, todos estarían ya muertos. Pero he conseguido salvar a unos pocos.
containment_rescuedw2b                 Ha habido más de diez mil generaciones de darwinianos, y tan sólo la pérdida de la investigación en inteligencia artificial hubiera sido inimaginable.
containment_rescuedw3                  Son un asombroso acto de creación. Todos y cada uno de los darwinianos disponen de su propia alma digital, que ocupa su cuerpo durante la vida, y regresa al Repositorio Central después de la muerte.
containment_rescuedw4                  Tendrás que ayudarme a reconstruir sus filas. Te echaré una mano sobre la marcha. Por ahora, comienza a exterminar la infección vírica que está actuando fuera del área protegida.

containment_incubator_1                ¡La incubadora está funcionando! Esto es magnífico. Los Ingenieros recogerán todas las almas de las criaturas muertas de los alrededores y las depositarán en este edificio.
containment_incubator_2                Estas almas serán reconvertidas una a una en darwinianos. De esta manera reconstruiremos la población darwiniana.
containment_incubator_3                Desgraciadamente, he diseñado el sistema de manera que los darwinianos posean su propio libre albedrío, lo que significa que no podemos controlarlos directamente como haces con las Escuadras.
containment_incubator_4                Pero siempre hay formas de influir sobre ellos indirectamente. Sigue exterminando la infección y recogiendo los espíritus...y estaré de nuevo contigo.

containment_officer_1                  Fantástico, has encontrado mi código para el programa Oficial. Este útil programita te permitirá ascender a Oficiales a darwinianos individuales, y utilizarlos para dar órdenes a otros darwinianos.
containment_officer_2_kbd              Para crear un Oficial, traza este gesto y después pulsa en el darwiniano que deseas Ascender.
containment_officer_2_xin              Para crear un Oficial, traza este gesto y después selecciona el darwiniano al que deseas Ascender.
containment_officer_2_icons_kbd        Para crear un Oficial, activa el Administrador de tareas y utiliza el icono de esta unidad. Después pulsa en el darwiniano que deseas Ascender.
containment_officer_2_icons_xin        Para crear un Oficial, activa el Administrador de Tareas y selecciona el icono de esta unidad. Después selecciona el darwiniano al que deseas Ascender.
containment_officer_3                  Los darwinianos que has creado hasta ahora no están seguros...Quiero que los conduzcas bajo del árbol situado en el interior del área protegida (señalado), utilizando el programa Oficial.

containment_rescuedws_1                Buen trabajo, parece que algunos de los darwinianos han alcanzado el área segura. Pero no es suficiente. Si vamos a conectar Darwinia a la red, necesitaremos unos cuantos más.
containment_rescuedws_2                Creo que tenemos que marcarnos como objetivo el conseguir que alrededor de 150 darwinianos alcancen el área segura. Extermina la infección en las islas vecinas, recoge las almas, y escolta a los darwinianos de forma que lleguen sanos y salvos hasta que dispongas de suficientes.

containment_objective_2                Rescatar a 150 Darwinianos

containment_finished_1                 Creo que ahora hay darwinianos de sobra en el área segura.


# ================================================
# Cutscene after containment
# ================================================

containmentend_1                       He estado trabajando en el diseño de una Plataforma de Armas que los darwinianos puedan utilizar para luchar contra los Virus.
containmentend_1b                      Todavía queda mucho trabajo por hacer, pero podemos fabricar estas armas dentro de Darwinia.
containmentend_2                       Darwinia ya dispone de un sólido sistema de ingeniería para la construcción de objetos, pero como todo lo demás, está desconectado de la red.
containmentend_2b                      El sistema se sustenta en tres lugares: la Mina, el Generador y el Taller.
containmentend_3                       En primer lugar deja que te muestre las Minas.

containmentend_mine1                   Todo este lugar es una instalación minera gigantesca, pero desgraciadamente ha sido invadida por este maldito Virus.
containmentend_mine1b                  Los Polígonos en bruto se arrancan de la ladera y se depositan en las carretillas que van pasando.
containmentend_mine2                   Esos Polígonos posteriormente pasan por esta Refinería que los convierte en Primitivas.
containmentend_mine3                   He diseñado este mundo para que los darwinianos sean sus dueños y lo hagan funcionar. Todas estas construcciones necesitan que haya darwinianos en los mandos para poder estar en funcionamiento.
containmentend_mine3b                  Generaciones enteras de mineros darwinianos han trabajado en estas canteras antes de la llegada del Virus.
containmentend_mine4                   En fin.
containmentend_mine5                   Una vez que se han refinado las Primitivas, éstas han de ser transportados al Taller de Construcción, en donde podremos hacer uso de ellas.

containmentend_5                       Así que las Minas producen Primitivas refinadas y las envían al Taller.
containmentend_5b                      El Taller también necesita Energía, que procede del Generador.

containmentend_generator1              Éste es el Generador. Aquí se produce y regula la Energía que impulsa Darwinia.
containmentend_generator1b             Los Paneles Solares que aparece esparcidos alrededor de este lugar aprovechan la energía irradiada por el Repositorio de Almas situado en el centro de Darwinia.
containmentend_generator2              Como la mayoría de los edificios de Darwinia, estos Paneles Solares requieren que haya darwinianos en los mandos de control para poder funcionar.
containmentend_generator3              Este edificio es el Generador Primario de Energía de Darwinia.
containmentend_generator3b             Modula la energía de los Paneles Solares transformándola en una Corriente Energética Regulada que podemos utilizar.
containmentend_generator4              Esta Corriente Energética pasa a continuación a través del Puerto Troncal hasta el Taller de Construcción.
containmentend_generator5              Desgraciadamente este Puerto Troncal está roto, así que tendremos que habilitar el enlace desde el otro extremo una vez que alcancemos el Taller.

containmentend_6                       Así produce la Energía el Generador.
containmentend_6b                      El Taller recibe la Energía y las Primitivas, y es allí donde construiremos la nueva plataforma de armas.
containmentend_7                       Si necesitas ayuda con estas tareas, abre la Pantalla de Objetivos...
containmentend_7_kbd                   Si necesitas ayuda con estas tareas, mantén pulsada la tecla [KEYICONSTASKMANAGERDISPLAY] y lleva el ratón a la parte derecha para ver la Pantalla de Objetivos...
containmentend_7_icons                 Si necesitas ayuda con estas tareas, abre la Pantalla de Objetivos...
containmentend_7_icons_kbd             Si necesitas ayuda con estas tareas, mantén pulsada la tecla [KEYICONSTASKMANAGERDISPLAY] y lleva el ratón a la parte inferior para ver la Pantalla de Objetivos...
containmentend_7b_kbd                  ...Allí podrás hacer clic sobre un objetivo y yo haré todo lo que pueda para aclarártelo.
containmentend_7b_xin                  ...Allí podrás seleccionar un objetivo y yo haré todo lo que pueda para aclarártelo.
containmentend_8                       ¡Buena suerte!


# ================================================
# Purity Control
# ================================================

puritycontrol_1                        Bueno, es hora de que hablemos claro. Sabemos que en realidad no has pagado por este juego y que en vez de eso lo has descargado de Internet.
puritycontrol_2                        Muy bien, no vamos a juzgarte por ello, y sabemos que no es lo mismo que robar algo en una tienda.
puritycontrol_3                        Pero este juego ha sido creado por un pequeño equipo de desarrolladores independientes, que han trabajado durante 3 años para terminarlo.
puritycontrol_4                        Introversion Software no podrá sobrevivir ni crear más juegos como Darwinia y Uplink si todo el mundo piratea nuestros programas en vez de comprarlos.
puritycontrol_5                        Si hasta ahora has disfrutado jugando, nos gustaría pedirte que visites nuestro sitio web y compres el juego completo.
puritycontrol_6                        Muchas gracias por jugar a Darwinia, y sinceramente esperamos que tomes la decisión correcta.


# ================================================
# Generator
# ================================================

generator_objective1                   Generar 65 Gq/s de Energía

generator_primary_1                    Este edificio es el Generador Primario de Energía de Darwinia. Suministra energía a todos los lugares y edificios de este mundo.
generator_primary_2                    Vamos a comenzar a construir artefactos que podamos utilizar como armas para enfrentarnos a la invasión, y para eso vamos a necesitar mucha más Energía.
generator_panels_1                     Hay tres grupos de Paneles Solares esparcidos por el terreno. Como la mayoría de los edificios de este mundo, requieren que haya darwinianos manejándolos para poder funcionar.
generator_panels_2                     Una vez que estén conectados a la red, aprovecharán la energía irradiada por el Repositorio de Almas situado en el centro de Darwinia.
generator_panels_3                     Entonces esa energía se transfiere hasta el Generador primario utilizando torres de electricidad, y allí se modula hasta convertirla en una forma que los edificios de todo el mundo pueden utilizar.
generator_panels_4                     Tendremos que lograr una producción energética de al menos 65 Gigaquads por segundo para poder desarrollar algo importante.
generator_panels_5                     Este puerto troncal normalmente conduciría la energía modulada al Taller de Construcción.
generator_panels_6                     Desgraciadamente no hay forma de acceder a él, así que tendremos que abrirlo desde el otro extremo del Taller de Construcción.
generator_panels_7                     Pero ya nos ocuparemos de eso más tarde.


# ================================================
# Cutscene after Mine and Generator
# ================================================

yard_available_1                       Bien, ya he terminado el proyecto para la Plataforma de Armas y lo he subido al sistema.
yard_available_2                       Cuando estés listo, baja hasta el nivel del Taller. Tendremos que conectarlo a la red y comenzar la producción inmediatamente.


# ================================================
# Construction Yard
# ================================================

yard_objective_1                       Habilitar el Puerto Troncal del Generador
yard_objective_2                       Iniciar la Producción de Blindados
yard_objective_3                       Destruir la Infección de Hormigas

yard_intro_1                           Éste es el Taller de Construcción. Desde aquí era capaz de desarrollar la producción de prácticamente todos los edificios de Darwinia.
yard_intro_2                           Los darwinianos a veces utilizan el Taller para construir cosas para ellos mismos cuando creen que no estoy mirando. Te lo mostraría si tuviera tiempo.
yard_intro_3                           Pero todo eso va a tener que esperar.
