# =================================================
# Errors
# =================================================

error                                  Error
garden_intro_1                         Who the hell are you?  How did you get in here?
garden_intro_2                         I thought I'd terminated all external connections.
garden_intro_3                         OK fine, if you're going to stay you can at least make yourself useful.
garden_intro_4                         Take some time to get your bearings, then help me wipe out this Red Virus.
garden_intro_5_kbd                     If you get stuck, press [KEYSEPULVEDAHELP] and I'll give you some tips.

garden_foundscroll_1                   Excellent work!  The Engineers will now busy themselves downloading that item of Research into my computer.
garden_foundscroll_2                   Unfortunately almost all of my research was lost a few hours ago when this virus outbreak occurred, so you may run into more research like this one later on.
garden_foundscroll_3                   It will be extremely helpful to me if you could use Engineers to download each research item when you find them.  I'm extremely busy right now trying to stop this damn Virus, and I don't have time to sort it out myself.

garden_souls_1                         You may have noticed those Virii leaving little red things behind when you killed them.  Those are digital DNA...digital souls, if you'll excuse the term.
garden_souls_2                         Every living creature in Darwinia has its own digital soul.  Originally they were intended for the Darwinians, but the Virus has swallowed most of them up by now.
garden_opentrunkport_1                 Before we can sort this out, we need to get out of this location.  What I need you to do here is to open up this Trunk Port for me.
garden_opentrunkport_2                 It's got a standard Control Tower nearby, so you can send in one of your Engineers to reprogram it and then we'll be able to use it.


# ================================================
# Cutscene after Garden
# ================================================

gardenfinished_1                       I'm sorry if I was rude to you on that island, I've had my hands full for the past few hours.
gardenfinished_2                       My name is Dr Sepulveda, and I'm the Creator of the Darwin Digital Life project.  I would normally welcome you to Darwinia and show you around, but I'm afraid things have gone a bit wrong today and we'll have to give the guided tour a miss.
gardenfinished_3                       I need you to help me open up some more of the infected locations.  The Containment location is sort of a hub world.  Please go to that location and I'll explain more when you've connected.


# ================================================
# Containment field
# ================================================

containment_primary_1                  We need to start rebuilding the Darwinian population.  The Incubators are the key.
containment_primary_2                  Clear the viral infection outside the shielded area, then use Engineers to collect the souls of the dead Virii and carry them to the Incubators.
containment_primary_3                  There are three Incubators dotted around this location, and they will rebirth the collected enemy souls into Darwinians.
containment_primary_4                  Promote some of the Darwinians to Officers, and use them to escort the remaining Darwinians safely back to the inside of the shielded area.
containment_primary_5                  I want you to rescue at least 150 Darwinians in this manner, just to be on the safe side.  The Darwinians will be safe inside the shielded area, for now.

containment_intro1                     When the viral outbreak occurred, I had a lot of trouble getting it under control.
containment_intro1b                    I had no choice but to shut down the Trunk Port gate system that connects each location in Darwinia.
containment_intro2                     This is the only place where I was able to hold my ground against the Virus.  The double shield of this location acts as a fantastic barrier.
containment_intro3                     I've highlighted the three disabled Trunk Ports on this island, and you'll need to open all of them.
containment_intro3b                    Once opened, the Trunk Ports will give us access to a number of important locations for later.
containment_rescuedw1                  But really, this is the important bit.  These guys are the Darwinians.
containment_rescuedw1b                 I've spent the better part of the last decade nurturing these fellows, and I'm very proud of them indeed.
containment_rescuedw2                  If the virus had its way, they'd all be dead already.  But I've managed to save a few of them.
containment_rescuedw2b                 There have been over ten-thousand generations of Darwinians, and the loss in AI research alone would be unthinkable.
containment_rescuedw3                  They're an astonishing act of creation.  Each and every Darwinian has his own digital soul which occupies his body during life, and returns to the Central Repository after death.
containment_rescuedw4                  You'll need to help me rebuild their numbers.  I'll help you out as you go.  For now, start clearing out the viral infection outside the shielded area.

containment_incubator_1                The incubator is running!  This is excellent.  The Engineers will pick up all the souls of the dead creatures nearby, and drop them into this building.
containment_incubator_2                Those souls will then be converted back into Darwinians, one at a time.  This is how we will rebuild the Darwinian population.
containment_incubator_3                Unfortunately, I designed the system so that the Darwinians have their own free will - which means we can't directly control them like you do with the Squad.
containment_incubator_4                But there are ways we can influence them indirectly.  Carry on clearing up the infection and harvesting the spirits...I'll get back to you.

containment_officer_1                  Oh fantastic, you've found my code for the Officer program.  This handy little program will enable you to promote individual Darwinians to Officers, and use those Officers to order the other Darwinians around.
containment_officer_2_kbd              To create an Officer, draw this gesture then click on a Darwinian you wish to Promote.
containment_officer_2_xin              To create an Officer, draw this gesture then select a Darwinian you wish to Promote.
containment_officer_2_icons_kbd        To create an Officer, bring up the Task Manager and click on the Officer icon.  Then click on a Darwinian you wish to Promote.
containment_officer_2_icons_xin        To create an Officer, bring up the Task Manager and select the Officer icon.  Then select a Darwinian you wish to Promote.
containment_officer_3                  The Darwinians that you've birthed so far aren't safe...I want you to move them under the tree inside the shielded area (highlighted), using the Officer program.

containment_rescuedws_1                Good work, looks like some of the Darwinians have reached the safe area.  But it's not enough.  If we're going to get Darwinia back online, we'll need quite a few more.
containment_rescuedws_2                I think we should aim to get around 150 Darwinians into the safe area.  Clear out the infection on the neighbouring islands, harvest the souls, and escort the Darwinians safely back until you have enough.

containment_objective_2                Rescue 150 Darwinians

containment_finished_1                 I think that's plenty of Darwinians in the safe area now.


# ================================================
# Cutscene after containment
# ================================================

containmentend_1                       I've been working on a design for a Weapons Platform that the Darwinians can use to fight the Virus.
containmentend_1b                      There's still a lot of work to do, but we can manufacture these weapons within Darwinia.
containmentend_2                       Darwinia already has a solid engineering system for building things, but like everything else, it's offline.
containmentend_2b                      The system is built over three locations - the Mine, the Generator, and the Yard.
containmentend_3                       Let me show you the Mines first.

containmentend_mine1                   This entire location is one giant mining facility, unfortunately now overrun by this damn Virus.
containmentend_mine1b                  Raw Polygons are ripped out of the hillside and dumped onto the passing mine carts.
containmentend_mine2                   Those Polygons then pass through this Refinery which converts them into Primitives.
containmentend_mine3                   I designed this world to be owned and operated entirely by the Darwinians.  All these buildings need Darwinians at their controls in order to function.
containmentend_mine3b                  Entire generations of Darwinian miners have worked these quarries before the Virus arrived.
containmentend_mine4                   Anyway,
containmentend_mine5                   Once the Primitives have been refined, they need to be transported to the Construction Yard where we can make some use of them.

containmentend_5                       So the Mines produce refined Primitives and send them to the Yard.
containmentend_5b                      The Yard also requires Energy, which comes from the Generator.

containmentend_generator1              This is the Generator.  Here the Energy that drives Darwinia is produced and regulated.
containmentend_generator1b             The Solar Panels dotted around this location harness the energy radiated out by the Soul Repository at the centre of Darwinia.
containmentend_generator2              Like most buildings in Darwinia, these Solar Panels require Darwinians at their control pads in order to operate.
containmentend_generator3              This building is Darwinia's Primary Power Generator.
containmentend_generator3b             It modulates the power from the Solar Panels into a Regulated Energy Stream that we can use.
containmentend_generator4              That Energy Stream then passes through the Trunk Port to the Construction Yard.
containmentend_generator5              Unfortunately this Trunk Port is broken, so we'll have to enable the link from the other end once we reach the Yard.

containmentend_6                       So the Generator produces the Energy.
containmentend_6b                      The Yard receives the Energy and the Primitives, and that's where we will be building the new weapons platform.
containmentend_7                       If you need help with these tasks, open the Objectives Screen...
containmentend_7_kbd                   If you need help with these tasks, just hold [KEYICONSTASKMANAGERDISPLAY] and push your mouse to the right for the Objectives Screen...
containmentend_7_icons                 If you need help with these tasks, open the Objectives Screen...
containmentend_7_icons_kbd             If you need help with these tasks, just hold [KEYICONSTASKMANAGERDISPLAY] and push your mouse down for the Objectives Screen...
containmentend_7b_kbd                  ...There you can click on an objective and I'll do my best to clarify it for you.
containmentend_7b_xin                  ...There you can select an objective and I'll do my best to clarify it for you.
containmentend_8                       Good luck!


# ================================================
# Purity Control
# ================================================

puritycontrol_1                        Ok, it's time for us to come clean.  We know you didn't actually pay for this game and that you downloaded it from the Internet instead.
puritycontrol_2                        Fair enough, we're not going to judge you for that, and we know that it's not the same thing as actually stealing something from a shop.
puritycontrol_3                        But this game was made by a tiny team of independent developers, who worked for 3 years to bring the game to completion.
puritycontrol_4                        Introversion Software will not survive and we won't be able to make more games like Darwinia and Uplink if everybody pirates our games instead of buying them.
puritycontrol_5                        If you've enjoyed playing the game so far, we'd like to request that you now visit our website and buy the full game.
puritycontrol_6                        Thank you very much for playing Darwinia, and we really do hope that you choose to do the right thing.


# ================================================
# Generator
# ================================================

generator_objective1                   Generate 65 Gq/s Energy

generator_primary_1                    This building is Darwinia's primary power Generator.  It supplies power to every location and every building in this world.
generator_primary_2                    We're going to start building things we can use as weapons against the invasion, and for that we're going to need a lot more Energy.
generator_panels_1                     There are three groups of Solar Panels dotted around the landscape.  Like most of the buildings in this world, they require Darwinians manning them in order to operate.
generator_panels_2                     Once they're online, they will harness the energy radiated out from the Soul Repository at the centre of Darwinia.
generator_panels_3                     That energy is then transferred through pylons to the primary Generator, where it is modulated into a form that can be used by buildings all around the world.
generator_panels_4                     We'll need to achieve a power output of at least 65 Gigaquads per second in order to do anything substantial.
generator_panels_5                     This trunk port would normally transfer the modulated energy to the Construction Yard.
generator_panels_6                     Unfortunately there's no way to access it here, so we'll have to open it from the other end at the Construction Yard.
generator_panels_7                     But we'll worry about that later.


# ================================================
# Cutscene after Mine and Generator
# ================================================

yard_available_1                       OK I've finished the blueprints for the Weapons Platform and uploaded them into the system.
yard_available_2                       When you're ready, come down to the Yard level.  We'll need to bring it online and begin production immediately.


# ================================================
# Construction Yard
# ================================================

yard_objective_1                       Enable Generator Trunk Port
yard_objective_2                       Begin Armour Production
yard_objective_3                       Destroy Ant Infection

yard_intro_1                           This is the Construction Yard.  From here I was able to boot-strap the production of virtually every building in Darwinia.
yard_intro_2                           The Darwinians sometimes use the Yard to build things of their own when they think I'm not looking.  I would show you if I had the time.
yard_intro_3                           But that will all have to wait.
yard_genport_1                         If you remember, we couldn't open the Trunk Port connection from the Generator.
yard_genport_2                         You'll need to open the connection from this end to allow the Regulated Energy Stream to pass through.
yard_intro_4                           This Construction Yard drives the mine carts.  The refined Primitives from the Mine will come through once the carts are moving.
yard_intro_5                           The Yard will take the refined Primitives and the Regulated Energy Stream, and will start producing our weapons platforms, which I've called Armour.
yard_intro_6                           What I've designed is sort of an armoured troop carrier that can be converted into a Battle Cannon, that either you or the Darwinians can operate.
yard_safearea_1                        Once the Yard is online and producing Armour, wipe out the Ant infestation around this area and open up the Trunk Ports.
yard_safearea_2                        This is a jumping off point to the heavily infected areas of Darwinia, so it needs to be completely cleared.
yard_intro_7                           Once we have these new weapons, we'll stand a very good chance against the core infection.  Good luck.

yard_progress_1                        OK, the Trunk Port link from the Generator is up and running, and we're receiving the Energy stream.
yard_progress_2                        Let's push on to the Construction Yard and get it up and running.

yard_progressarmour_1                  Well done, we're now producing Armour.
yard_progressarmour_2                  We now need to clear out the Ant Infestation that's currently clogging up the valley.
yard_progressarmour_3                  I'd recommend you make use of the new Armour.  It can be deployed as a Battle Cannon, which should have no trouble clearing up that mess.

yard_finished_1                        I've added the Armour program to your gesture list.  You can now summon Armour to any location by drawing this gesture.
yard_finished_1_icons_kbd              I've added the Armour program to your list.  You can now summon Armour to any location from the Task Manager by clicking on the Armour icon.
yard_finished_1_icons_xin              I've added the Armour program to your list.  You can now summon Armour to any location from the Task Manager by selecting the Armour icon.
yard_finished_2                        The Armour will have to travel through the Trunk Port system, so you'll only be able to summon Armour near a local Trunk Port that you control.


# ================================================
# Biosphere Alpha (hostage rescue)
# ================================================

biospherealpha_objective               Rescue 100 Darwinians

biospherealpha_primary1                A large number of Darwinians are trapped here and need to be rescued.
biospherealpha_primary2                They've no way to reach safety on their own, and right now we need every Darwinian we can get.
biospherealpha_primary3                Open up the Radar Dish links and escort the Darwinians through them onto the main island.
biospherealpha_primary4                You'll have to fight your way through some fairly heavy viral infection.
biospherealpha_primary5                This is the ultimate target area.  Once the Darwinians reach here they'll be safe.  I want you to get at least 100 into this area.


# ================================================
# Cutscene after Yard
# ================================================

yardend_1                              It's an unfortunate fact that the areas of Darwinia that used to be heavily populated are now the most heavily infected.
yardend_1b                             Those are the areas we must now visit.
yardend_2                              We need to make a concerted effort to rebuild the Darwinian population to its former strength, and wipe out the Viral Infection once and for all.
yardend_3                              The Soul Repository at the centre of Darwinia is the key to the Evolution and Rebirth system for the Darwinians.
yardend_3b                             The Souls of all the dead creatures eventually rise up and merge into the Repository, adding their experiences and wisdom to the group.
yardend_4                              The Souls are slowly ordered based on how successful they were in life, and are sent back down to the Receiver location, to be eventually reborn into new Darwinians.

yardend_5                              Here at the Receiver location, those Souls that were most successful in their previous lives slowly float down to the surface for another chance.
yardend_6                              The buildings you see dotted around the landscape are designed to collect up the falling Souls and send them to the Biosphere.
yardend_7                              For the Darwinians, this is the most sacred and holy site in all of the world.
yardend_7b                             It is something of a ritual for Darwinians to journey here on a pilgrimage early in the lives, to help with the rebirthing process.
yardend_8                              Through this method, each generation of Darwinian comes of age by helping the next generation into the world.

yardend_9                              When a Soul has spent a certain amount of time in the central Repository, it loses a great deal of its former structure.
yardend_9b                             In essence, a Soul forgets what it was like to exist on the surface.
yardend_10                             These Souls need processing before they can re-enter the world as Darwinians.  Part of this Reprocessing occurs at the Pattern Buffer.

yardend_11                             The Pattern Buffer contains the Master Blueprint for a Darwinian.
yardend_12                             This chunk of data is the raw digital Pattern that prepares an Unprocessed Soul to be birthed into the world.
yardend_13                             The Pattern is able to change as time passes, and represents the combined knowledge and abilities of every Darwinian that has ever lived.

yardend_14                             So the Receiver collects up the Unprocessed Souls that fall from the Repository.
yardend_15                             The Pattern Buffer stores the Master Blueprint for preparing an Unprocessed Soul.
yardend_16                             The Pattern and the Unprocessed Souls are sent through the Trunk Port system to the Biosphere, where they are birthed into Darwinians.
yardend_17                             Your task now is to re-enable these systems, and rebuild the Darwinian population.  Good luck.


# ================================================
# Receiver
# ================================================

receiver_objective1                    Collect 50 Souls per minute
receiver_objective2                    Enable Biosphere Trunk Port

receiver_primary_1                     Each of those collectors requires Darwinians at its base to operate, which means you'll have to clear out the viral infection first.
receiver_primary_2                     The grid then transports those Unprocessed Souls here.  This building brings together all the Unprocessed Souls from the grid and feeds them down a single line.
receiver_primary_3                     We will need to achieve a throughput of at least 50 Unprocessed Souls a minute to stand a chance of rebuilding the bulk of the Darwinian population.
receiver_primary_4                     Those Unprocessed Souls are then transported to the Biosphere, where they are processed and birthed into new Darwinians.

receiver_trunk_1                       Once the Souls have been collected by the Spirit Receivers, they need to be transported to Darwinia's primary Biosphere.
receiver_trunk_2                       There they will be processed and birthed into new Darwinians.  Open this Trunk Port to allow the Souls to be transmitted.


# ================================================
# Pattern Buffer
# ================================================

patternbuffer_objective1               Clear Pattern Infection
patternbuffer_objective2               Enable Biosphere Trunk Port

patternbuffer_primary_1                Unfortunately, the viral infection has spread to the Master Blueprint, and we need to clear it up.
patternbuffer_primary_2                There are four Pattern Loaders dotted around the location.  Each one must be occupied by Darwinians.
patternbuffer_primary_3                The Pattern Loaders are a safety step that I'm glad I thought of.  They will analyse and copy the Pattern in the Darwinians occupying the building.
patternbuffer_primary_4                That Pattern will then be beamed into the Master Blueprint by the hovering satellite dishes, overwriting the infection.
patternbuffer_primary_5                You'll need to occupy at least three of the Pattern Loaders to overwhelm the corruption in the Master Pattern.

patternbuffer_trunk_1                  The Master Blueprint needs to be transmitted to the Biosphere through this Trunk Port.
patternbuffer_trunk_2                  That's strange, this Trunk Port has already been opened.

patternbuffer_redarmy_1                What on Earth...
patternbuffer_redarmy_2                How did they get here?
patternbuffer_redarmy_3                Be careful, it looks like we've got some corrupted Darwinians transporting to the location, and they don't look friendly.


# ================================================
# Cutscene after Receiver and Pattern Buffer
# ================================================

prebiosphere_1                         Those evil Darwinians that we saw at the Pattern Buffer definitely came from the Biosphere.
prebiosphere_2                         It looks like the Virus infected some of the birthing equipment, and the corrupted Pattern caused Red Darwinians to be born instead of Green.
prebiosphere_3                         This is an unexpected development.  It's going to make recapturing the Biosphere a lot harder.


# ================================================
# Biosphere
# ================================================

biosphere_objective1                   Wipe out Red Army

biosphere_primary_1                    This is it, the birthplace of the Darwinian civilisation.  Every Darwinian that has ever lived was originally born here.
biosphere_primary_2                    If we can capture this Biosphere, we'll have the Darwinian population back to its former numbers in no time.
biosphere_primary_3                    The Darwinians are born from Spawn Points that are dotted all around the local islands.  Like all buildings in Darwinia, these Spawn Points need Darwinians to operate.
biosphere_primary_4                    In order to prevent chronic overpopulation, there are limits to how many Darwinians can be Spawned on each island.
biosphere_primary_5                    This is the Master Spawn Point, and it is responsible for controlling the global birth rate.  It controls and synchronises every other Spawn Point around it.
biosphere_primary_6                    It takes the Unprocessed Spirits from the Receiver Location, and processes them using the code signal from the Pattern Buffer.
biosphere_primary_7                    It then sends out those newly processed Spirits to the Spawn Points that need them.
biosphere_primary_8                    Unfortunately, the Viral corruption to the Pattern has resulted in this whole location being filled with Evil Darwinians.
biosphere_primary_9                    You'll have to build up your Green Darwinian Army and take them on directly for control of the Spawn Points.
biosphere_primary_10                   This is going to be a tough battle, but hopefully a decisive one.  This is one of the last locations that is still heavily infected.  Good luck.

biosphere_reddead_1                    It looks like we've pretty much wiped out the Red Army.

biosphere_end_1                        I've figured it out!  I've figured out how this whole thing happened.
biosphere_end_2                        Come down to the Temple...I'll show you.  And I know how to stop it once and for all.

rockhead_1                             The Darwinian's saw a picture of me once.  They didn't stop celebrating for days.  For just a few seconds, my ridiculous face was projected onto the sky all over Darwinia.
rockhead_2                             I was working on the code for rendering the sky, and the texture data was accidentally overwritten with a live image from my Webcam, similar to what you see on your screen when I'm talking to you.
rockhead_3                             Ever since that day, the Darwinians have been hijacking the Construction Yard when I'm not looking and using it to build these rock faces, which they then transport all over the world.
rockhead_4                             It made me realise what an enormous responsibility I have as their Creator.


# ================================================
# Temple
# ================================================

temple_intro_1                         Long ago, the Darwinians began work on a temple.  It was their dream, I think, to somehow begin communicating with me.
temple_intro_2                         It never occurred to me that one day they might actually succeed.
temple_intro_3                         It's really quite ingenious.  They found a way to align one of the Trunk Ports with what they believed was Heaven...the Soul Repository at the centre of Darwinia.
temple_intro_4                         Thinking they were talking to God, they'd managed to open up a data stream and began downloading files from my computer.
temple_intro_5                         My Research Programs were the first files to move through the link.
temple_intro_6                         My attention was elsewhere.  I should have been watching them more closely.
temple_intro_7                         They had the schematics and designs for how Darwinia was built.  They weren't ready for this information.
temple_intro_8                         For the first time ever, they began to understand the nature of their simulated digital existence.
temple_intro_9                         Next they downloaded all of my emails.  This was when I noticed something was wrong.
temple_intro_10                        Fearing what would happen next, I shut down the Link.  But it was too late.
temple_intro_11                        Amongst the emails were a couple of Spam Mails, infected with a particularly nasty strain of Internet Virus.
temple_intro_13                        I couldn't quite believe it was happening.
temple_intro_14                        The Virus warped the Darwinians into the destructive creatures we've been fighting all this time.
temple_intro_15                        Then they turned on the survivors.
temple_intro_16                        They replicated themselves at such a terrifying rate.  They'd taken over most of the system before I could contain them.
temple_intro_17                        In all honesty I had my finger on the Global Reset button.  I really did think my life's work had been ruined.
temple_intro_18                        It was just at that moment when you arrived.  And thank God you arrived when you did!

temple_primary_1                       Three of the infected spam emails still exist, and they are all still active.
temple_primary_1b                      Anything that goes near them will be corrupted and converted into the Virus.
temple_primary_2                       The good news is that we've cornered the Virus at this location.  These infected emails are the last source of the Virus that need to be destroyed.
temple_primary_3                       You'll need to fight your way up to them and destroy them with explosives at close range.  Go for it!

temple_objective                       Destroy Infected Email


# =================================================
# Game Over
# =================================================

gameover_1                             Fantastic, that's the last of the Infected Spam Mail destroyed!
gameover_2                             When you're ready, exit the location and we'll have a look around the revitalised world together.


# =================================================
# Intro
# =================================================

intro_1                                Introversion Software Presents
intro_2                                DARWINIA
intro_3                                Connecting to Darwin Research Associates Project Server...
intro_4                                Data stream established.
intro_5                                Welcome to the Internet's first Digital Theme Park.
intro_6                                Please try not to harm or scare the native Darwinians.
intro_7                                Warning : Errors detected in data stream.
intro_8                                On behalf of Dr Sepulveda and the team, we hope you enjoy your visit.
intro_9                                Warning : Errors detected in data stream.
intro_10                               W3rning  : ErroHrs det.c.d in data stre.m.

intro_ambrosia_1                       Mac OS X Port Published by
intro_ambrosia_2                       Ambrosia Software

intro_bootloader                       Show First Time Intro

# =================================================
# Outro
# =================================================

outro_biosphere_1                      I don't think the Darwinians will ever truly forget what has happened.
outro_biosphere_1b                     In fact, I think this will turn out to be a defining moment in their history.
outro_biosphere_2                      They're much more ambitious now, bolder and stronger and smarter than they ever were.  But their innocence has been lost.
outro_biosphere_2b                     The battle at the Biosphere is without doubt the darkest chapter yet in Darwinia's history.
outro_biosphere_3                      The horrific loss of life in such a short period of time, and the very concept of Darwinians fighting and killing their own kin, makes it particularly potent for me.

outro_receiver_1                       Of all those who died, the Darwinians who fell under the Soul Destroyers will linger most in the survivors' memories.
outro_receiver_2                       Their Souls are irretrievably lost, with no possible hope of afterlife or rebirth awaiting them.
outro_receiver_3                       Their broken spirits will continue to haunt the places where they fell, until the end of the world.
outro_receiver_4                       Because of this, the Darwinians now understand, for the first time I think, what it truly means for one of their kind to die.

outro_containment_1                    It is my dream that Darwinia will continue to evolve and grow, long after I am gone.
outro_containment_1b                   I started the Darwin Digital Life project over a decade ago, and I've worked on it every single day in virtual isolation for all this time...
outro_containment_2                    ...only for my life's work to be saved today by a total stranger.
outro_containment_3                    I want you to help me continue my work.  I'm transferring a profile to you that will give you access to every location in Darwinia.
outro_containment_4                    It is clear to me now that I am no longer capable of running Darwinia on my own.  I want to give you the tools I used to build this world.
outro_containment_5                    I want you to help me finish it.

outro_10                               I'm transferring permissions to the World Editor to your computer.  That's the tool I used to build every location you've seen so far.  You can access it from the Main Menu when you're up in Heaven.
outro_11                               I'm also transferring a new user profile to your system, which I've called AccessAllAreas.  You can load it from the Profiles menu.  It will give you full access to all the locations you've visited in Darwinia.

outro_1                                When I think of the number of stories and legends that must have been created since this outbreak occurred, well, it scares me.
outro_2                                I'm afraid the Darwinians have a very long memory.  They still tell mournful stories of the island that was lost in the Server crash last year.
outro_3                                I don't know what effect this war will have on the Darwinians.  And I don't know what they'll want to do next.
outro_4                                But I do know that our actions here will live on through tale and folklore, for generations of Darwinians to come.


# =================================================
# Editor strings
# =================================================

editor_savesettings                    Save Settings
editor_generate                        Generate
editor_randomise                       Randomise
editor_clone                           Clone
editor_delete                          Delete
editor_deletenow                       !DELETE!
editor_size                            Size
editor_height                          Height
editor_seed                            Seed
editor_move                            Move
editor_rotate                          Rotate

editor_mainedit                        Main Edit
editor_editlandtiles                   Edit Land Tiles
editor_editflattenareas                Edit Flatten Areas
editor_editlights                      Edit Lights
editor_editbuildings                   Edit Buildings
editor_editinstantunits                Edit Instant Units
editor_editcameramounts                Edit Camera Mounts
editor_save                            Save

editor_landscape                       Landscape
editor_landscapetile                   Landscape Tile
editor_guidegrid                       Guide Grid
editor_noiseperiod                     Noise Period
editor_noisescale                      Noise Scale
editor_method                          Method
editor_lowlandsmooth                   Low Land Smooth
editor_posX                            PosX
editor_posY                            PosY
editor_posZ                            PosZ
editor_newtile                         New Tile
editor_newflattenarea                  New Flatten Area
editor_scaledown                       Scale Down
editor_scaleup                         Scale Up
editor_outsideheight                   Outside Height
editor_cellsize                        Cell Size
editor_worldsizeX                      World Size X
editor_worldsizeZ                      World Size Z
editor_movebuildings                   Move Buildings

editor_resolution                      Resolution
editor_toolsize                        Tool Size
editor_freehand                        Freehand
editor_flatten                         Flatten
editor_binary                          Binary

editor_treeditor                       Tree Editor
editor_clonesimilar                    Clone Similar
editor_branchcolour                    Branch Col
editor_leafcolour                      Leaf Col
editor_budsize                         Bud Size
editor_pushup                          PushUp
editor_pushout                         PushOut
editor_iterations                      Iterations
editor_spiritdrop                      Drop Spirits?
editor_evil                            Is Evil?

editor_lights                          Lights
editor_newlight                        New Light
editor_deselectlights                  Deselect Lights
editor_selectlight                     Select Light
editor_adjustbrightness                Adjust Brightness

editor_instantunits                    Instant Units
editor_instantuniteditor               Instant Unit Editor
editor_numentities                     Num Ents
editor_spread                          Spread
editor_inunit                          In Unit

editor_coloureditor                    Colour Editor
editor_red                             Red
editor_green                           Green
editor_blue                            Blue
editor_alpha                           Alpha

editor_toggleeditor                    Toggle Editor

editor_globalworldeditor               Global World Editor
editor_editlocations                   Edit Locations
editor_movelocations                   Move Locations
editor_createnewlocation               Create New Location
editor_savelocations                   Save Locations

editor_cameramounts                    Camera Mounts
editor_cameraanims                     Camera Anims
editor_cameraanim                      Camera Anim
editor_createnewmount                  Create New Mount
editor_goto                            Goto
editor_update                          Update
editor_del                             Del

editor_buildings                       Buildings
editor_buildingid                      Building ID
editor_link                            Link
editor_dynamic                         Dynamic
editor_isglobal                        Is Global
editor_buildingtype                    Building Type
editor_createbuilding                  Create Building

editor_editteams                       Edit Teams
editor_teams                           Teams
editor_teamally                        Ally
editor_teamenemy                       Enemy
editor_teamflag_playerspawnteam        PlayerSpawnTeam
editor_teamflag_eggwinians             Eggwinians
editor_teamflag_soulharvest            SoulHarvest
editor_teamflag_spawnpointincubation   SpawnPointIncubation
editor_teamflag_patterncorruption      PatternCorruption
editor_teamflag_eviltreespawnteam      EvilTreeSpawnTeam
editor_teamflag_soulless               Soulless

editor_spirits                         Spirits
editor_targetlocation                  Target Location
editor_scale                           Scale
editor_mode                            Mode
editor_disabling                       Disabling
editor_enabling                        Enabling
editor_enabled                         Enabled
editor_disabled                        Disabled
editor_numants                         NumAnts
editor_capacity                        Capacity
editor_entitytype                      EntityType
editor_toggledby                       ToggledBy
editor_research                        Research
editor_level                           Level
editor_pitch                           Pitch
editor_force                           Force
editor_variance                        Variance
editor_reload                          Reload
editor_usetrigger                      UseTrigger
editor_triggerX                        TriggerX
editor_triggerZ                        TriggerZ
editor_triggerrad                      TriggerRad
editor_altitude                        Altitude
editor_segment                         Segment
editor_count                           Count
editor_period                          Period
editor_searchradius                    SearchRadius
editor_maxpopulation                   MaxPopulation
editor_clearlinks                      Clear Links
editor_range                           Range
editor_script                          Script
editor_always                          Always
editor_never                           Never
editor_cameraenter                     Camera Enter
editor_cameraview                      Camera View
editor_shape                           Shape
editor_fuel                            Fuel
editor_passengers                      Passengers
editor_spawnport                       Spawn Port
editor_requiredscore                   Required Score
editor_pointspersec                    PointsPerSecond
editor_minlinks                        MinimumActiveNodes
editor_powerlink1                      Pylon 1
editor_powerlink2                      Pylon 2
editor_spawnlimit                      Max Spawns
editor_leafdrop                        Leaf Droprate
editor_neveron                         Never On
editor_switchonce                      Switch Once
editor_damaged                         Damaged?
editor_teamspawn                       Team Spawn?

spawnname_spawnvirii                   SpawnVirii
spawnname_spawncentipedes              SpawnCentipedes
spawnname_spawnspider                  SpawnSpider
spawnname_spawnspirits                 SpawnSpirits
spawnname_spawneggs                    SpawnEggs
spawnname_spawntriffideggs             SpawnTriffidEggs
spawnname_spawndarwinians              SpawnDarwinians


# =================================================
# Building Names
# =================================================

buildingname_invalid                   Invalid
buildingname_factory                   Factory
buildingname_cave                      Cave
buildingname_radardish                 RadarDish
buildingname_laserfence                LaserFence
buildingname_controltower              ControlTower
buildingname_gunturret                 GunTurret
buildingname_bridge                    Bridge
buildingname_powerstation              Powerstation
buildingname_tree                      Tree
buildingname_wall                      Wall
buildingname_trunkport                 TrunkPort
buildingname_researchitem              ResearchItem
buildingname_library                   Library
buildingname_generator                 Generator
buildingname_pylon                     Pylon
buildingname_pylonstart                PylonStart
buildingname_pylonend                  PylonEnd
buildingname_solarpanel                SolarPanel
buildingname_tracklink                 TrackLink
buildingname_trackjunction             TrackJunction
buildingname_trackstart                TrackStart
buildingname_trackend                  TrackEnd
buildingname_refinery                  Refinery
buildingname_mine                      Mine
buildingname_yard                      Yard
buildingname_displayscreen             DisplayScreen
buildingname_upgradeport               UpgradePort
buildingname_primaryupgrade            PrimaryUpgrade
buildingname_incubator                 Incubator
buildingname_anthill                   AntHill
buildingname_safearea                  SafeArea
buildingname_triffid                   Triffid
buildingname_spiritreceiver            SpiritReceiver
buildingname_receiverlink              ReceiverLink
buildingname_spiritspawner             SpiritSpawner
buildingname_spiritprocessor           SpiritProcessor
buildingname_spawnpoint                SpawnPoint
buildingname_spawnpopulationlock       SpawnPopulationLock
buildingname_spawnpointmaster          SpawnPointMaster
